139	2757	8	15.21
325	181	17	14
4251	102	20	18.52
743	387	10	38.2
136	3252	7	12.75
443	5242	17	167.02
166	1008	47	204.67
8639	115	6	14.19
3772	130	7	11.85
107	308	78	9.5
32077	101	3	6.96
5884	164	3	7.78
108	438	84	56.41
19307	144	5	32
2522	224	3	7.04
152	8827	3	10.01
1951	1123	4	25.11
41898	103	3	11.7
1407	930	7	43.31
111	7430	6	10.11
446	1416	3	9.17
1371	144	11	13.47
349	538	6	12.28
1529	2430	8	68.87
6087	155	5	17.33
744	9414	11	129.41
1099	104	64	69.11
2124	106	20	18.12
19389	123	3	10.93
1007	144	15	18.76
6562	1169	3	25.17
498	1097	56	500.09
2121	750	4	22.03
402	139	21	7.86
942	430	5	16.37
494	3173	11	85.12
430	121	32	8.2
22267	43575	3	66.76
25853	292	3	27.96
1387	158	9	14.16
1486	827	3	13.25
6665	116	6	10.7
38170	119	3	19.46
8	160	42	80.7
790	280	6	12.93
2862	232	3	8.12
126	3880	6	7.79
119	29070	3	15.04
156	2399	7	14.64
113	15164	9	47.55
2739	157	9	26.04
3788	177	7	26.21
315	2525	3	10.09
5900	150	4	10.61
135	17159	3	12.72
1649	982	6	37.98
627	24248	5	67.78
1895	362	3	9.34
20852	107	3	7.24
15090	521	3	27.29
147	8599	20	166.51
101	8234	12	18.85
15089	130	3	10.01
1507	334	3	7.47
45484	528	3	39.58
102	6125	14	15.37
4156	105	10	9.73
2120	101	28	8.81
207	11459	5	33.51
1541	252	4	9.05
106	658	36	7.52
197	1166	40	210.31
105	1046	31	15.11
116	15299	10	62.34
2206	1946	4	29.78
734	1059	3	10.53
323	918	5	12.43
2598	6713	4	43.2
16457	111	9	52.69
1345	12	16	22.54
1248	1430	3	15.13
27498	177	3	22.05
287	171	20	9.73
4277	122	39	216.65
10291	117	5	13.04
4371	1045	10	97.86
4345	243	5	23.93
102	2007	32	11.73
105	287	107	23.52
4477	4905	3	31.87
283	36372	3	34.46
6965	113	7	13.62
1015	10335	16	232.32
3222	251	3	9.65
3735	808	3	19.03
641	3413	5	33.66
1244	209	8	19.6
158	4026	5	12.98
10255	124	4	10.09
226	1324	6	14.31
256	1303	5	12.14
193	2317	4	8.05
192	2449	8	26.89
23341	391	6	74.48
6228	166	3	8.42
16493	102	6	11.54
2500	119	10	9.09
17968	110	4	12.77
454	116	34	6.75
12	7107	17	97.44
363	134	30	11.95
6687	160	14	88.98
1411	168	53	284.5
2440	170	6	13.14
102	7549	9	7.04
583	653	3	6.66
1507	995	3	14.2
547	415	4	7.21
1059	113	20	7.17
1061	882	4	17.76
280	740	8	20.35
313	2	51	78.8
3344	498	7	48.13
16	3887	4	7.82
110	14014	7	27.01
3249	370	3	13.02
189	1172	7	11.79
182	250	48	85.9
9579	150	3	9.99
155	384	38	63.67
185	612	14	24.12
1619	43534	3	46.26
431	7656	3	20.43
1347	14276	11	165.6
1649	101	33	7.6
128	2004	10	10.75
125	1608	12	9.51
2600	1068	13	118.34
3990	13166	12	211.39
2602	294	3	9.47
152	5743	3	6.83
5576	248	3	13.26
140	11414	3	9.83
118	27452	5	32.29
121	4246	6	6.92
128	5433	6	12.8
591	1122	3	9.7
169	9977	3	12.44
11044	3183	14	239.5
433	1335	29	217.35
367	1250	4	11.55
1329	43676	3	44.94
122	3523	13	27.88
3314	1034	5	37.8
32462	22697	4	90.16
249	1522	4	8.91
157	1321	7	7.69
186	189	47	40.27
1174	199	5	6.95
101	17942	5	8.97
1175	1319	3	14.34
342	3651	7	42.91
2287	46032	3	48.44
1144	106	31	18.97
128	484	49	65.71
1236	146	19	40.31
219	1626	9	31.25
3184	102	26	21.29
725	469	4	10.22
16	4814	4	9.71
556	113	44	24.51
41428	376	3	36.96
4137	299	5	26.17
43067	190	3	29.7
30491	122	3	15.48
498	1726	11	69.49
4522	148	9	31.87
1105	259	4	7.22
5506	102	16	16.93
8967	112	6	13.12
10338	120	4	9
121	8144	6	15.77
45627	138	3	23.79
370	318	17	48.6
4548	2540	3	27.45
113	9594	6	15.02
703	706	4	13.07
289	2425	6	25.97
2141	103	27	10.44
103	1409	40	12.91
606	292	5	7.37
105	1673	29	30.66
190	1397	11	30.67
14	751	279	26.27
5429	111	12	28.53
132	204	66	10.31
119	14602	9	51.95
6456	109	8	14.72
317	1011	12	51.99
25996	104	3	7.43
119	12634	8	36.93
7795	12	8	32.23
101	2597	25	11.23
21613	3451	6	103.04
253	311	81	388.59
1990	118	51	181.22
130	8037	6	18.79
4031	115	12	23.06
1890	12	15	28.87
21774	5835	6	110.95
969	120	33	42.46
451	1231	3	8.64
106	7743	8	15.4
10334	116	16	99.74
145	10362	3	9.54
116	11706	8	31.29
494	17891	8	104.73
8415	657	20	274.11
3612	111	10	10.77
130	7358	7	22.94
119	8763	4	7.58
11418	138	6	28.77
135	7202	4	9.71
104	7648	12	25.43
147	10243	16	133.2
3967	137	5	8.46
2470	312	8	41.71
1413	326	4	11.34
101	4408	17	12.88
12	6025	9	31.64
102	848	58	8.04
2749	1791	4	31.2
37348	102	3	10.98
703	377	5	11.84
101	980	52	8.61
14	584	366	34.99
162	1388	8	11.55
15370	143	3	12.17
5335	183	3	9.09
670	345	5	10.5
135	2214	7	7.37
1851	132	10	11.12
130	4164	6	9.78
317	318	8	10.54
35883	117	3	19.2
2876	130	10	17.89
134	2584	11	21.84
101	2829	42	65.33
254	650	8	16.55
802	166	14	23.32
9777	115	6	16.28
766	217	9	18.35
108	11011	6	13.37
111	11606	4	7.77
109	10352	5	10.09
5570	151	8	33.22
2062	252	3	6.84
1610	1281	4	23.71
140	8286	4	12.14
5702	233	3	12.76
126	7179	5	11.36
28098	110	5	29.28
140	13276	3	10.81
758	874	3	9.89
348	715	4	7.46
16994	111	4	12.77
12647	121	3	7.06
15600	11071	9	187.21
35200	151	3	25.7
2571	5328	3	28.63
156	1683	9	17.12
18720	12	4	19.3
630	1508	3	11.71
18758	173	8	75.41
3692	258	3	10.83
26661	116	5	31.17
121	1709	18	23.32
2490	396	3	11.66
124	10273	4	10.09
1220	7930	3	26.99
31879	101	3	6.96
113	5935	7	10.9
1504	153	7	8.45
15020	105	4	8.76
32968	113	4	23.98
6070	335	5	32.94
136	6033	4	8.35
545	193	12	17.33
4437	102	16	10.12
112	1319	21	13.02
1125	201	9	20.81
141	486	27	27.3
169	146	73	10.6
329	3823	3	13.2
4223	353	3	14.39
116	18704	4	14.2
168	2250	19	79.51
46192	173	3	28.27
775	1461	4	19.21
298	1018	4	7.88
5310	302	4	22.15
113	3300	11	12.91
262	1030	10	33.75
263	410	7	7.87
300	228	23	43.11
101	10740	11	24.73
18337	399	8	99.87
7632	147	6	24.07
1080	1506	3	14.58
6824	7274	3	38.92
499	154	18	18.73
118	5187	6	8.45
441	2421	5	25.71
19812	12	4	20.79
1491	397	4	13.56
117	2183	11	8.66
24382	111	3	11.05
115	4070	7	6.99
132	13284	3	9.28
104	14237	6	13.37
111	16996	5	19.02
651	1080	10	56.51
400	43075	3	37.43
